Users,Bandwidth,Latency,SignalStrength,PacketLoss,Throughput,Jitter,EnergyConsumption,HandoverRate,MobilitySpeed,EdgeServerLoad,NetworkSlice,Congestion
2205,1166,50.14,37,5.45,356.7,19.26,92.0,0.56,176,74,eMBB,Medium
5488,1736,42.86,71,8.09,1012.26,19.1,96.21,6.6,41,64,mMTC,Medium
407,305,53.91,63,8.94,167.66,25.85,94.63,5.6,154,85,eMBB,High
3459,184,48.15,67,8.02,28.57,24.19,54.11,11.13,166,19,URLLC,High
5172,851,53.31,95,4.41,649.44,12.43,82.03,3.09,24,51,URLLC,Medium
3276,1528,5.0,38,2.49,486.69,8.28,51.4,3.24,37,20,URLLC,Low
1351,1358,5.0,48,3.04,601.55,7.47,52.68,4.94,84,25,eMBB,Low
5466,508,95.6,67,6.39,185.59,29.98,115.35,2.92,151,82,URLLC,High
2847,513,66.31,56,6.47,200.62,20.89,101.52,1.55,23,87,URLLC,High
1617,1310,14.04,82,8.98,953.39,19.37,40.34,10.29,59,28,URLLC,Medium
6326,1131,68.48,37,8.47,230.78,28.53,87.88,6.7,177,40,URLLC,High
5405,761,95.13,57,14.77,245.26,40.93,114.66,10.34,110,82,URLLC,High
6495,1439,78.11,55,9.33,567.54,31.48,107.94,9.97,65,62,mMTC,High
1478,667,9.88,77,0.0,476.64,1.5,40.81,3.38,141,17,eMBB,Low
5969,1731,51.68,60,4.16,853.37,15.14,67.27,6.57,52,33,mMTC,Low
5915,1172,58.64,75,0.0,731.12,10.16,68.97,1.0,159,17,URLLC,Low
6238,945,98.64,72,10.98,462.19,36.76,119.51,10.98,105,92,eMBB,High
4991,825,84.69,45,8.77,219.34,29.55,96.26,4.85,95,57,eMBB,High
5092,1616,54.7,63,4.88,849.38,16.56,83.12,4.72,175,39,eMBB,Medium
2061,1270,5.0,94,4.66,1095.92,9.61,73.99,3.63,38,67,mMTC,Low
4405,943,74.28,99,8.37,758.33,28.72,119.81,5.53,167,95,URLLC,High
2963,447,31.7,95,0.1,350.22,6.17,76.57,3.02,41,64,mMTC,Low
2756,330,67.05,53,9.27,92.49,24.59,99.87,4.5,110,82,URLLC,High
2594,938,41.0,80,5.55,650.84,15.65,80.16,9.6,103,71,eMBB,Medium
5163,935,53.69,83,9.08,588.25,23.41,87.39,10.01,76,57,eMBB,High
4667,1789,5.48,56,0.14,884.0,4.69,53.73,3.65,7,13,eMBB,Low
4105,1273,25.0,91,4.56,1011.78,12.49,64.44,5.63,25,46,eMBB,Low
3663,1193,27.48,48,4.28,460.64,11.66,58.04,10.49,139,17,eMBB,Medium
1022,640,5.0,78,0.15,473.03,0.5,16.8,0.63,42,10,eMBB,Low
4332,1549,60.81,50,11.65,591.01,30.5,105.33,10.67,178,79,URLLC,High
4562,373,78.05,46,6.24,48.61,26.16,88.84,2.63,109,56,URLLC,High
3059,998,45.22,89,5.94,767.78,14.58,98.44,8.14,99,84,mMTC,Medium
283,1253,5.0,85,5.32,1010.76,10.4,21.51,6.99,62,14,mMTC,Low
3458,1235,33.9,73,4.93,778.06,13.47,77.19,6.64,48,59,URLLC,Medium
1498,512,31.7,67,7.45,284.29,19.23,55.48,10.31,114,33,eMBB,High
2896,138,58.44,67,3.01,17.74,17.23,84.59,1.22,154,56,URLLC,Medium
636,1048,25.05,63,9.17,593.89,18.71,40.96,4.16,136,27,mMTC,Medium
5798,915,95.87,65,11.46,393.0,34.0,126.11,6.46,166,93,eMBB,High
1373,278,39.43,65,6.36,136.8,17.3,50.09,9.74,64,37,eMBB,High
3067,294,58.1,80,7.53,143.77,25.83,107.97,2.6,70,86,mMTC,High
3149,977,7.16,86,5.15,725.44,11.72,38.14,9.64,6,14,eMBB,Low
1196,1664,5.0,44,4.41,675.35,7.64,61.33,4.8,79,39,URLLC,Low
1405,551,26.61,75,0.35,376.92,4.12,31.66,2.27,66,10,URLLC,Low
1015,326,56.79,37,12.52,82.66,30.39,102.08,9.11,137,95,eMBB,High
3181,461,56.86,93,5.33,330.16,16.7,101.14,1.09,100,91,eMBB,Medium
4347,1070,57.18,86,6.56,761.22,23.01,85.58,6.18,94,55,eMBB,Medium
1128,1342,20.26,68,2.48,865.5,9.8,80.16,0.77,86,78,eMBB,Low
5414,1006,51.15,83,2.19,684.39,12.16,75.48,4.28,90,40,eMBB,Low
2077,1470,24.86,62,8.61,794.08,18.11,93.96,7.21,102,79,mMTC,High
3454,1271,50.81,47,9.22,465.12,23.42,90.37,6.67,125,65,eMBB,High
2611,639,41.66,95,5.98,511.52,16.76,57.99,4.86,154,37,URLLC,Medium
370,1154,5.0,94,1.84,1058.88,2.56,33.31,5.15,112,25,eMBB,Low
1286,1713,5.0,58,3.22,934.73,6.06,66.56,2.72,3,63,mMTC,Low
4655,768,49.43,97,3.67,605.8,16.71,90.04,5.47,87,62,eMBB,Medium
4300,459,15.26,95,5.37,309.04,13.24,56.84,11.44,150,21,eMBB,Medium
3864,553,45.61,57,8.25,196.94,20.56,60.87,10.21,175,29,mMTC,High
5906,1183,83.85,64,5.08,577.42,24.03,125.06,1.74,169,91,mMTC,High
6405,776,60.29,94,4.35,542.87,19.54,78.18,0.36,2,43,eMBB,Low
2498,1470,25.2,52,8.12,650.23,16.46,79.35,11.2,90,62,mMTC,High
4629,1564,61.19,90,7.43,1204.72,23.93,95.87,6.32,2,73,URLLC,High
4335,990,46.7,87,5.92,710.43,20.9,64.11,6.45,155,32,URLLC,Medium
5690,1642,36.72,41,7.64,488.11,19.11,90.84,9.37,80,36,eMBB,Medium
4282,1555,32.62,86,4.79,1176.87,9.98,67.61,3.78,158,26,eMBB,Low
1811,1567,25.14,38,7.41,513.42,12.09,82.28,5.78,137,57,URLLC,Medium
2330,1039,16.38,68,6.62,609.29,14.82,52.49,11.62,176,30,URLLC,Medium
228,557,22.26,67,1.82,361.83,7.31,55.06,8.07,93,59,eMBB,Low
1369,1083,21.68,72,4.26,717.85,11.52,61.67,1.84,125,49,URLLC,Low
3772,1005,37.13,60,0.0,508.7,7.66,49.81,1.6,112,12,mMTC,Low
1701,1523,5.0,35,3.38,475.51,3.69,51.56,2.45,148,26,eMBB,Low
4865,786,79.51,38,12.26,146.54,33.54,101.46,9.2,99,70,URLLC,High
4070,1317,50.42,73,5.11,818.72,18.61,76.5,3.54,52,59,eMBB,Medium
4344,1472,33.91,88,1.53,1170.24,10.18,47.12,0.26,86,15,mMTC,Low
5180,933,43.61,67,9.19,447.74,22.96,74.07,11.33,88,37,URLLC,High
5047,1217,61.54,67,7.03,641.45,20.16,105.71,2.04,53,81,mMTC,High
5652,1096,63.35,54,2.21,439.64,15.84,95.58,0.11,19,64,eMBB,Medium
727,833,32.66,50,5.41,379.55,15.18,72.37,2.85,112,67,eMBB,Medium
3897,582,53.01,55,3.4,213.61,13.21,87.0,2.82,48,54,eMBB,Medium
5688,1739,56.46,79,5.84,1164.75,16.12,116.98,5.06,134,81,eMBB,Medium
2144,896,9.95,96,4.76,772.44,11.03,46.97,11.04,28,28,eMBB,Low
3652,667,38.08,65,10.13,305.65,22.84,65.95,10.55,47,38,mMTC,High
5079,1414,36.22,76,4.85,904.23,15.14,60.21,5.48,12,32,eMBB,Low
2441,1572,5.0,46,4.59,634.44,9.0,62.98,4.93,2,41,eMBB,Low
5984,787,36.13,99,4.76,598.62,12.3,62.67,6.66,1,19,mMTC,Low
3314,1147,48.56,37,4.58,325.34,17.36,86.57,2.92,15,58,eMBB,Medium
349,1518,29.12,43,2.03,632.97,6.97,81.28,0.63,93,74,mMTC,Low
3025,1349,34.32,85,4.63,1026.78,11.06,61.4,11.27,101,38,eMBB,Low
5143,1187,67.42,50,7.02,430.21,20.82,103.9,2.24,133,68,URLLC,High
1074,286,42.55,37,6.76,73.01,19.14,67.48,2.38,44,54,eMBB,High
1425,230,41.76,58,9.04,87.73,26.07,77.33,5.67,70,76,eMBB,High
1083,747,35.97,47,5.54,307.81,15.97,76.01,5.9,132,60,mMTC,Medium
988,607,7.16,36,2.7,188.9,9.45,36.42,0.22,55,20,eMBB,Low
3037,244,87.53,55,11.93,44.93,38.93,120.76,1.78,126,95,URLLC,High
2217,996,52.08,53,9.38,431.19,26.35,98.09,4.54,31,91,eMBB,High
2772,1248,22.06,81,6.41,887.58,18.02,40.09,8.2,48,15,eMBB,Low
5070,1089,60.41,56,8.27,441.06,27.86,103.68,2.74,12,76,mMTC,High
1426,116,65.52,67,7.43,37.26,26.78,80.4,5.08,157,71,eMBB,High
570,412,5.24,66,1.75,253.7,0.5,27.73,6.69,24,14,URLLC,Low
2087,482,15.04,98,2.17,411.64,5.92,37.48,10.66,59,18,mMTC,Low
190,493,9.89,73,1.86,349.56,3.55,46.97,3.91,58,37,URLLC,Low
629,124,65.57,76,6.42,73.47,25.06,96.89,1.6,155,92,mMTC,High
4856,1505,60.14,43,9.17,476.3,25.8,114.37,5.87,57,86,eMBB,High
4159,285,56.85,59,8.26,52.6,27.78,71.15,8.96,19,47,eMBB,High
4934,141,70.08,36,2.1,5.0,16.39,89.78,1.32,161,52,eMBB,Medium
2873,499,40.5,53,6.04,179.33,17.5,66.11,5.1,132,30,URLLC,Medium
5067,947,78.24,54,7.51,352.7,26.09,107.57,0.21,170,71,mMTC,High
1786,1571,5.84,51,2.68,738.67,5.24,77.7,0.4,56,55,eMBB,Low
291,899,16.15,37,5.38,310.44,12.59,77.88,5.8,53,79,URLLC,High
2086,98,27.7,85,4.0,28.37,11.65,72.24,3.58,111,47,eMBB,Medium
3723,444,61.71,60,9.93,151.28,27.06,84.36,10.14,172,58,URLLC,High
2285,1403,40.64,90,8.68,1114.24,21.26,90.61,7.23,85,84,URLLC,High
4540,1110,45.01,98,9.73,886.1,28.28,109.05,5.45,36,90,mMTC,High
1108,507,35.39,42,5.48,175.52,19.68,66.15,4.9,83,48,URLLC,High
3883,1220,55.78,71,8.53,707.55,23.6,101.84,5.97,47,80,eMBB,High
4398,659,75.2,61,2.73,282.89,19.87,66.47,0.49,117,39,eMBB,Medium
4768,1610,33.76,79,8.31,1064.62,18.55,61.19,10.71,47,30,eMBB,Medium
4387,625,54.47,38,9.66,108.71,25.57,48.73,11.98,111,10,eMBB,High
2152,404,39.01,71,3.57,224.51,10.92,55.12,2.18,109,41,eMBB,Low
6109,134,65.32,67,1.11,5.0,15.68,60.4,1.44,5,17,mMTC,Low
3408,857,67.93,65,5.42,446.69,22.41,92.65,1.72,161,78,URLLC,High
1816,1071,21.0,89,2.01,891.82,8.55,57.27,7.93,77,39,URLLC,Low
410,121,24.36,46,3.99,43.56,12.94,40.27,7.94,175,17,eMBB,Medium
6299,1400,59.79,45,9.72,421.5,25.55,80.37,10.18,22,28,mMTC,High
4638,310,101.72,66,12.11,68.0,38.25,94.29,9.02,125,68,URLLC,High
1360,532,30.12,91,5.55,427.73,15.75,66.72,5.4,83,64,eMBB,Medium
5065,473,57.15,72,9.12,188.05,25.1,75.76,7.35,12,39,URLLC,High
4032,1625,39.95,94,9.05,1311.5,22.71,108.12,8.26,46,88,URLLC,High
3368,1461,26.21,53,4.64,660.19,11.01,75.39,6.15,43,45,eMBB,Low
684,1547,11.53,90,3.53,1334.24,10.74,72.32,5.71,104,64,URLLC,Low
5790,1231,70.22,48,8.65,403.54,29.22,98.21,7.74,159,53,URLLC,High
2899,770,39.3,67,4.83,422.66,17.76,61.96,6.69,153,36,eMBB,Medium
5733,1508,64.66,44,12.24,452.52,33.77,119.51,7.73,13,86,mMTC,High
459,471,42.11,98,8.66,416.79,20.11,85.78,7.35,179,87,mMTC,High
5919,1296,57.79,98,7.56,1042.09,22.3,98.58,8.63,120,63,URLLC,High
2966,683,25.4,96,5.37,552.19,12.3,70.1,7.71,35,57,URLLC,Medium
6273,960,60.53,77,7.28,537.53,22.76,79.01,6.24,7,39,eMBB,Medium
5998,1181,78.95,93,9.71,859.51,32.83,94.55,8.18,167,48,URLLC,High
2111,164,30.6,86,0.17,88.07,2.85,44.0,5.39,149,22,URLLC,Low
6351,1133,44.26,53,3.21,425.65,12.26,68.49,2.9,15,25,eMBB,Low
5039,128,94.67,55,5.83,5.0,26.16,88.11,0.02,90,53,URLLC,High
4106,1248,59.29,56,10.11,537.35,25.23,101.15,6.72,119,80,mMTC,High
1725,148,43.61,43,6.83,16.89,19.87,57.6,7.09,59,36,URLLC,High
2864,1161,23.8,43,9.92,386.36,20.46,74.14,11.66,9,54,eMBB,High
990,776,22.23,61,3.72,433.94,12.55,59.28,4.34,152,44,mMTC,Low
6187,1677,79.88,51,8.37,640.94,28.06,122.22,4.73,30,88,eMBB,High
6178,558,65.89,78,5.41,261.17,21.98,70.41,2.42,20,37,eMBB,Medium
5155,899,42.81,79,2.35,567.43,11.93,61.85,0.85,80,16,eMBB,Low
5664,1548,48.26,42,11.08,448.53,22.56,103.27,9.27,32,71,eMBB,High
5657,1399,62.79,52,7.68,539.5,21.49,93.7,3.0,30,60,mMTC,High
831,1781,5.0,67,3.83,1134.41,8.18,69.81,7.31,148,55,URLLC,Low
4061,1274,40.94,35,6.2,321.34,18.59,65.56,8.25,35,29,eMBB,Medium
4801,1678,47.3,40,8.52,503.52,22.86,94.15,5.65,131,47,mMTC,High
2604,226,56.08,75,10.65,89.36,30.86,80.11,10.52,67,70,mMTC,High
714,1587,5.0,89,2.98,1359.5,6.99,45.1,5.33,89,41,mMTC,Low
3906,1409,40.02,39,4.13,432.95,17.37,66.52,3.42,131,35,eMBB,Medium
6200,1776,61.59,93,11.81,1334.13,26.24,98.57,10.75,8,67,URLLC,High
1819,1756,15.17,52,4.72,831.73,14.22,61.44,10.34,29,48,mMTC,Medium
4869,1095,32.41,83,2.27,769.93,8.48,63.37,1.97,114,29,mMTC,Low
5466,688,75.53,99,5.72,512.0,23.37,113.65,0.31,44,91,eMBB,High
1687,525,31.73,88,0.8,416.74,9.44,60.78,1.08,3,59,eMBB,Low
1711,300,39.74,95,8.46,222.13,17.31,96.85,3.44,68,88,URLLC,High
996,1658,5.0,42,4.53,645.17,8.09,66.04,11.67,22,61,mMTC,Medium
5658,1481,65.86,37,11.09,355.88,32.73,121.97,6.7,15,95,URLLC,High
377,1723,5.0,59,3.57,976.9,5.73,29.48,4.48,21,31,URLLC,Low
4747,1369,12.59,89,5.78,1041.05,13.92,82.37,10.66,71,62,eMBB,Medium
1736,174,46.24,74,8.65,76.08,24.38,94.73,5.44,47,94,URLLC,High
2258,341,37.07,84,5.17,217.65,15.8,85.55,3.78,106,75,mMTC,Medium
2532,976,44.04,67,10.77,531.93,27.43,76.23,11.29,132,52,eMBB,High
4004,1174,63.58,52,17.69,420.39,44.11,102.9,10.19,6,91,mMTC,High
4956,298,57.79,91,7.91,129.4,25.05,66.72,10.12,50,32,mMTC,High
3362,1636,42.65,50,9.64,668.24,25.92,106.67,6.15,64,86,eMBB,High
1549,171,45.39,72,7.71,76.48,19.51,80.16,9.47,8,73,URLLC,High
4600,206,44.94,75,2.43,36.37,13.38,59.19,2.15,81,18,eMBB,Low
5554,159,76.29,41,6.37,5.0,25.54,56.76,6.88,44,16,mMTC,High
1332,1341,9.49,87,8.47,1051.02,18.35,63.77,11.81,121,50,URLLC,Medium
4217,1062,60.94,97,3.14,897.76,13.99,97.82,3.49,174,63,URLLC,Medium
777,1475,23.91,66,6.84,898.59,18.08,87.09,9.53,151,74,mMTC,Medium
2758,995,11.9,72,4.22,622.26,7.56,42.73,5.89,9,11,eMBB,Low
2128,565,21.88,56,0.72,261.3,9.84,39.01,0.48,72,13,mMTC,Low
5427,773,83.77,50,14.37,204.54,37.73,114.14,9.16,47,87,URLLC,High
6251,104,86.92,86,5.46,5.0,22.59,75.96,2.02,162,41,eMBB,High
3858,235,47.74,63,5.97,44.23,18.16,41.72,7.58,86,11,URLLC,Medium
6004,1620,69.5,50,5.86,620.34,24.57,109.82,1.03,110,73,mMTC,High
4724,711,40.4,51,7.6,221.54,20.9,57.99,11.36,15,23,eMBB,High
2137,1633,5.0,98,2.51,1513.44,8.53,41.69,3.5,52,29,mMTC,Low
2749,1160,34.16,47,4.7,455.12,13.54,78.56,2.72,39,58,mMTC,Medium
5872,1708,40.9,90,2.98,1352.23,11.45,61.76,1.55,99,17,eMBB,Low
756,98,26.2,39,10.14,16.09,20.49,76.57,11.35,19,72,mMTC,High
265,1487,5.0,46,4.78,650.15,7.97,64.61,8.54,68,55,eMBB,Low
5044,1296,30.02,75,3.75,815.52,8.98,63.59,8.9,44,30,eMBB,Low
4691,316,58.41,37,6.9,5.0,20.95,79.14,5.99,5,41,eMBB,High
689,1490,5.0,67,3.86,948.96,5.04,31.68,5.7,176,17,mMTC,Low
4624,1529,10.38,84,0.0,1168.76,3.31,56.35,1.32,38,25,URLLC,Low
2921,356,45.83,90,7.1,228.42,23.28,70.25,6.72,101,49,eMBB,High
4358,1330,43.34,43,4.53,441.36,15.95,66.56,2.96,129,36,eMBB,Medium
1362,824,5.0,84,6.75,619.18,11.03,40.98,11.73,106,27,URLLC,Medium
171,631,8.54,63,5.83,373.94,12.94,51.41,9.56,38,44,eMBB,Medium
3616,1426,31.95,73,5.78,900.44,15.5,83.88,4.96,117,61,mMTC,Medium
4850,1256,57.14,79,4.18,836.43,19.42,56.93,1.82,148,24,mMTC,Low
3680,718,76.98,51,11.2,240.0,31.01,96.36,9.42,167,72,URLLC,High
368,316,23.57,90,1.91,270.67,5.74,57.68,1.46,81,62,mMTC,Low
1876,1077,30.7,80,2.45,797.11,11.14,96.29,2.27,53,90,eMBB,Low
2562,134,69.85,48,8.23,5.0,26.52,93.53,2.54,109,75,mMTC,High
1368,1539,5.0,57,3.26,819.2,8.3,45.67,6.68,11,40,URLLC,Low
1115,763,32.34,95,7.0,654.69,16.0,70.94,9.44,164,70,URLLC,High
2822,188,56.72,57,5.37,31.81,20.21,89.04,3.77,109,73,eMBB,High
1183,1287,5.0,61,1.07,748.49,3.81,54.15,1.02,37,43,mMTC,Low
4201,1471,44.48,88,9.48,1087.19,21.05,88.26,5.57,142,64,eMBB,Medium
5177,1301,59.07,44,10.71,391.92,28.83,99.88,8.98,6,68,eMBB,High
506,1474,5.0,50,0.0,724.35,0.5,29.75,2.66,77,12,eMBB,Low
6149,452,80.89,75,3.7,174.82,23.79,77.67,2.64,177,26,URLLC,Medium
6269,1052,89.6,89,10.31,699.11,31.02,112.08,11.37,64,87,URLLC,High
3176,1600,44.11,95,8.61,1331.54,22.2,99.2,11.45,101,87,URLLC,High
1085,1702,5.0,83,5.39,1322.08,10.05,67.85,11.89,100,55,mMTC,Low
3703,280,39.81,86,7.73,132.71,18.38,66.96,9.69,43,47,eMBB,High
4585,928,60.85,36,6.14,202.36,25.09,74.64,2.26,30,44,URLLC,High
809,588,12.98,84,0.27,472.58,1.41,27.32,2.54,170,10,eMBB,Low
2718,1425,12.22,77,3.3,999.13,7.27,57.21,4.08,76,38,mMTC,Low
5667,354,62.07,42,3.22,5.0,15.27,60.2,3.82,47,13,mMTC,Medium
4949,290,75.41,93,9.14,125.43,27.72,94.26,11.48,81,70,URLLC,High
6389,583,62.75,99,4.83,394.21,19.29,63.47,9.47,126,26,URLLC,Medium
1511,1221,5.0,46,3.83,505.96,8.82,60.04,8.69,83,37,eMBB,Low
5468,782,59.68,38,6.71,143.84,22.47,95.92,2.23,9,59,URLLC,High
4721,1657,10.01,75,8.48,1036.9,14.7,52.92,10.91,28,17,mMTC,Medium
1585,121,21.98,41,6.0,7.5,14.14,58.96,9.93,47,43,URLLC,High
6256,394,84.47,64,6.32,82.48,23.21,106.72,1.96,115,68,eMBB,High
3050,867,35.88,40,8.06,247.26,22.53,50.5,10.45,12,27,URLLC,High
4751,408,87.57,53,7.6,83.77,27.67,95.59,3.27,171,68,mMTC,High
3034,1120,9.16,100,0.63,1038.27,1.81,61.81,0.97,46,36,eMBB,Low
4214,362,50.3,44,5.83,46.19,15.07,63.19,7.88,102,25,eMBB,Medium
4770,1022,52.08,50,5.22,369.52,17.24,53.88,7.85,90,19,URLLC,Medium
1103,337,51.39,71,5.36,201.01,21.73,82.59,1.14,52,85,mMTC,High
2566,654,30.39,66,3.85,353.64,13.24,56.04,3.83,91,31,eMBB,Low
2566,653,32.65,81,9.16,424.41,23.67,48.61,11.91,76,25,eMBB,High
2038,691,7.0,77,4.36,461.79,8.91,36.95,8.14,43,21,eMBB,Low
2039,1122,43.95,70,9.08,675.0,18.11,92.47,8.76,155,84,eMBB,High
1735,1632,9.33,60,6.61,881.89,13.06,93.37,2.56,1,93,URLLC,Medium
1798,916,30.74,44,5.6,339.28,15.46,68.79,0.95,100,60,URLLC,Medium
6365,502,61.35,65,2.83,159.48,17.65,57.29,3.32,56,10,URLLC,Medium
4627,1569,17.7,63,2.42,852.86,7.23,67.94,2.99,56,36,URLLC,Low
2191,1476,32.83,39,5.46,494.67,13.65,95.02,2.81,33,76,eMBB,Medium
1995,837,24.19,35,3.85,233.68,10.7,43.62,2.31,57,21,mMTC,Low
6139,842,87.21,37,8.99,134.73,30.3,91.56,6.9,179,39,URLLC,High
5536,1184,66.8,69,1.98,665.08,16.44,71.53,3.94,156,18,mMTC,Low
4340,1654,42.06,49,10.02,634.29,24.41,85.19,9.84,34,62,URLLC,High
3498,1651,33.52,64,7.18,905.97,16.26,88.51,2.21,74,70,eMBB,Medium
1173,503,24.84,77,8.01,332.13,19.22,72.79,5.58,175,63,URLLC,High
5284,508,61.81,94,2.0,337.46,13.05,70.13,0.16,32,46,eMBB,Low
2502,1491,34.78,74,5.64,988.93,15.22,87.99,5.78,114,74,URLLC,Medium
4995,1773,21.38,99,4.38,1566.33,10.37,85.24,0.67,74,51,eMBB,Low
3312,283,55.17,63,12.89,76.34,32.32,83.69,11.73,72,58,eMBB,High
4137,275,48.0,53,7.36,33.39,18.41,55.44,9.49,77,13,mMTC,High
1251,807,34.3,37,5.05,254.75,14.82,77.33,5.88,8,73,eMBB,Medium
2545,364,64.31,70,5.41,179.69,22.93,93.1,1.04,47,88,mMTC,High
2056,275,37.66,77,5.01,151.51,15.49,81.42,7.11,66,60,eMBB,Medium
4658,386,90.73,49,15.13,48.84,40.72,113.88,9.11,163,81,URLLC,High
5970,1767,63.16,75,3.38,1138.67,16.38,99.47,2.29,118,69,URLLC,Medium
6241,93,110.85,70,14.56,5.0,45.3,130.0,6.82,171,88,URLLC,High
4007,1249,35.55,67,7.13,686.93,19.64,72.24,9.77,132,40,eMBB,Medium
907,1160,36.34,39,8.19,398.85,23.47,77.67,9.22,118,81,eMBB,High
286,802,20.08,48,10.14,345.28,17.6,77.62,9.64,85,67,eMBB,High
5939,859,76.62,81,13.03,471.76,36.47,112.72,10.55,105,91,eMBB,High
4927,1313,37.68,88,4.08,992.98,14.09,52.31,11.25,75,13,URLLC,Low
6131,608,60.57,38,6.03,66.16,21.02,80.35,4.87,39,31,mMTC,High
5409,877,43.79,43,7.39,218.66,21.16,58.52,6.83,18,12,mMTC,Medium
5607,423,87.82,87,10.96,194.22,33.98,120.13,9.49,46,88,mMTC,High
4624,1714,35.63,94,9.34,1370.16,20.29,86.53,8.37,64,56,mMTC,Medium
1407,1382,11.81,80,6.24,1012.93,13.16,69.12,11.95,145,47,URLLC,Medium
2384,288,20.38,88,0.0,193.84,4.97,63.82,0.16,177,42,eMBB,Low
5413,720,72.05,71,8.5,339.66,27.32,111.35,4.26,29,87,mMTC,High
5506,1438,61.76,57,3.86,655.64,19.8,94.66,3.37,125,57,URLLC,Medium
4966,1391,56.01,61,6.85,675.92,21.25,108.42,3.15,65,74,URLLC,High
857,331,11.83,100,1.1,306.54,4.92,36.78,2.67,4,35,eMBB,Low
4331,1368,29.27,95,3.03,1158.51,7.26,54.18,8.51,92,17,eMBB,Low
4987,350,75.7,85,7.86,153.34,31.47,86.28,1.02,96,59,URLLC,High
3954,999,60.04,84,10.16,669.26,27.62,107.93,8.9,169,89,mMTC,High
4366,498,57.63,53,9.68,133.5,25.85,84.82,8.32,93,47,URLLC,High
2306,874,36.55,35,4.86,235.86,14.31,49.83,3.01,105,19,eMBB,Medium
6444,1314,65.39,74,8.18,744.98,23.78,86.55,3.03,132,51,mMTC,High
3658,1468,36.1,66,4.53,840.85,11.86,74.26,7.55,177,46,eMBB,Low
1680,1179,15.95,56,3.29,600.14,8.55,43.28,9.15,84,35,eMBB,Low
1061,1763,5.0,100,7.08,1632.46,13.16,30.51,10.52,57,21,eMBB,Low
3947,1424,45.46,74,11.68,852.52,28.49,110.01,10.23,78,93,URLLC,High
3675,804,38.55,72,9.49,441.23,23.0,76.26,11.58,7,58,mMTC,High
975,512,5.0,82,2.79,385.7,5.48,45.14,6.98,158,23,eMBB,Low
2518,188,37.57,89,7.72,93.61,17.48,68.63,10.9,11,55,mMTC,High
4298,720,57.4,89,9.22,484.12,25.03,85.57,9.7,148,44,eMBB,High
1101,1625,5.0,85,3.51,1313.32,7.19,51.59,10.74,93,38,mMTC,Low
5344,1150,52.51,94,1.71,932.0,11.28,62.29,0.14,90,21,mMTC,Low
3484,458,71.38,42,15.12,81.02,39.14,109.35,11.59,32,91,mMTC,High
4166,1199,52.74,43,8.43,375.2,23.55,86.81,5.68,153,53,eMBB,High
2945,1037,48.33,36,10.49,267.06,26.25,93.7,9.58,99,75,mMTC,High
1581,182,11.29,93,0.0,129.74,2.45,32.54,1.53,167,11,URLLC,Low
3401,971,43.68,53,8.92,391.35,24.0,86.39,4.75,14,68,eMBB,High
757,933,7.68,62,2.75,546.28,7.47,41.18,3.26,113,26,mMTC,Low
5416,1249,46.46,48,6.53,431.5,23.43,68.88,3.5,128,19,eMBB,Medium
2880,1130,17.56,58,0.0,583.4,4.89,51.62,1.48,10,27,mMTC,Low
522,609,5.0,78,6.49,436.28,8.97,37.2,9.67,54,31,eMBB,Medium
3781,758,46.28,90,3.41,568.29,11.96,100.58,0.11,1,92,URLLC,Medium
4366,1068,49.34,85,5.48,757.19,17.65,91.69,3.75,64,67,URLLC,Medium
6416,1185,80.67,66,8.58,565.78,27.58,103.02,2.09,171,62,eMBB,High
2810,507,15.54,84,1.15,351.55,5.53,31.82,7.07,15,10,eMBB,Low
552,1687,7.87,75,7.17,1175.85,14.6,73.64,3.05,149,70,eMBB,Low
2497,901,28.88,100,4.16,807.34,11.3,67.94,3.11,105,40,URLLC,Low
2075,1582,19.85,59,5.59,838.03,15.46,57.52,5.86,145,40,eMBB,Low
1757,1265,35.81,95,5.9,1098.74,19.38,82.67,7.83,174,75,URLLC,Medium
2641,1011,18.3,100,0.05,944.55,0.5,43.47,1.46,29,28,eMBB,Low
3175,1505,26.89,76,3.08,1035.07,7.22,76.17,2.11,9,62,eMBB,Low
3264,1611,34.72,99,3.13,1471.69,13.77,100.75,2.97,61,85,URLLC,Low
3066,1141,61.93,70,13.6,631.53,36.01,97.58,11.68,84,83,eMBB,High
2153,590,40.67,43,4.32,190.74,15.67,51.91,4.77,133,31,mMTC,Medium
387,472,5.0,70,3.68,310.59,7.18,46.55,7.19,66,32,mMTC,Low
5837,792,37.98,72,2.4,412.91,10.71,66.64,2.9,40,24,URLLC,Low
3317,573,45.54,67,5.0,284.99,17.77,68.04,5.89,170,35,URLLC,Medium
3954,1303,18.74,76,0.69,885.74,4.9,45.66,0.89,17,12,mMTC,Low
1547,1358,5.0,95,0.0,1251.42,3.52,37.0,0.42,57,29,eMBB,Low
6109,1282,46.18,80,7.26,810.83,19.29,87.18,5.62,59,49,eMBB,Medium
707,626,18.83,95,2.48,564.73,7.64,56.88,4.78,87,48,eMBB,Low
4652,673,80.26,52,7.52,211.73,29.01,103.21,1.64,26,81,mMTC,High
1864,468,30.78,49,3.95,175.17,12.58,49.48,8.25,67,27,eMBB,Medium
1325,1501,5.0,82,8.93,1106.1,17.43,59.33,11.91,21,50,URLLC,Medium
1335,237,54.89,47,10.27,68.48,28.66,85.28,4.75,151,79,mMTC,High
